word,normalized,familiarity,sense_key,sense_definition,category_key,relation_type,status,semantic_status,gameplay_difficulty,fit,obviousness,risk_flags,reason
essay,essay,0.604,,,grades_and_marks,found_in,approved,unreviewed,0.237,0.97,0.8,,Essay is used to grade or evaluate a student
exam,exam,0.609,,,grades_and_marks,found_in,approved,unreviewed,0.236,0.97,0.8,,Exam is used to grade or evaluate a student
fail,fail,0.659,,,grades_and_marks,found_in,approved,unreviewed,0.222,0.97,0.8,,Fail is used to grade or evaluate a student
final,final,0.754,,,grades_and_marks,found_in,approved,unreviewed,0.21,0.97,0.8,,Final is used to grade or evaluate a student
GPA,gpa,0.506,,,grades_and_marks,found_in,approved,unreviewed,0.265,0.97,0.8,,GPA is used to grade or evaluate a student
grade,grade,0.686,,,grades_and_marks,found_in,approved,unreviewed,0.214,0.97,0.8,,Grade is used to grade or evaluate a student
homework,homework,0.59,,,grades_and_marks,found_in,approved,unreviewed,0.241,0.97,0.8,,Homework is used to grade or evaluate a student
honor roll,honor roll,0.631,,,grades_and_marks,found_in,approved,unreviewed,0.23,0.97,0.8,"[""multiword""]",Honor roll is used to grade or evaluate a student
midterm,midterm,0.473,,,grades_and_marks,found_in,approved,unreviewed,0.275,0.97,0.8,,Midterm is used to grade or evaluate a student
pass,pass,0.721,,,grades_and_marks,found_in,approved,unreviewed,0.21,0.97,0.8,,Pass is used to grade or evaluate a student
quiz,quiz,0.546,,,grades_and_marks,found_in,approved,unreviewed,0.254,0.97,0.8,,Quiz is used to grade or evaluate a student
report card,report card,0.694,,,grades_and_marks,found_in,approved,unreviewed,0.212,0.97,0.8,"[""multiword""]",Report card is used to grade or evaluate a student
rubric,rubric,0.393,,,grades_and_marks,found_in,approved,unreviewed,0.298,0.97,0.8,,Rubric is used to grade or evaluate a student
score,score,0.69,score_points,The number of points made in a game or test,grades_and_marks,found_in,approved,unreviewed,0.213,0.97,0.8,,Score is used to grade or evaluate a student
test,test,0.741,,,grades_and_marks,found_in,approved,unreviewed,0.21,0.97,0.8,,Test is used to grade or evaluate a student
transcript,transcript,0.529,,,grades_and_marks,found_in,approved,unreviewed,0.259,0.97,0.8,,Transcript is used to grade or evaluate a student
ball,ball,0.72,ball_sphere,A round object used in games,gym_class_things,found_in,approved,unreviewed,0.17,0.97,0.85,,Ball is used in a school gym class
bleachers,bleachers,0.416,,,gym_class_things,found_in,approved,unreviewed,0.251,0.97,0.85,,Bleachers is used in a school gym class
cone,cone,0.547,,,gym_class_things,found_in,approved,unreviewed,0.214,0.97,0.85,,Cone is used in a school gym class
dodgeball,dodgeball,0.38,,,gym_class_things,found_in,approved,unreviewed,0.261,0.97,0.85,,Dodgeball is used in a school gym class
hoop,hoop,0.487,,,gym_class_things,found_in,approved,unreviewed,0.231,0.97,0.85,,Hoop is used in a school gym class
hurdle,hurdle,0.487,,,gym_class_things,found_in,approved,unreviewed,0.231,0.97,0.85,,Hurdle is used in a school gym class
jump rope,jump rope,0.567,,,gym_class_things,found_in,approved,unreviewed,0.208,0.97,0.85,"[""multiword""]",Jump rope is used in a school gym class
locker,locker,0.564,,,gym_class_things,found_in,approved,unreviewed,0.209,0.97,0.85,,Locker is used in a school gym class
mat,mat,0.549,,,gym_class_things,found_in,approved,unreviewed,0.213,0.97,0.85,,Mat is used in a school gym class
net,net,0.68,,,gym_class_things,found_in,approved,unreviewed,0.176,0.97,0.85,,Net is used in a school gym class
parachute,parachute,0.501,,,gym_class_things,found_in,approved,unreviewed,0.227,0.97,0.85,,Parachute is used in a school gym class
scoreboard,scoreboard,0.459,,,gym_class_things,found_in,approved,unreviewed,0.239,0.97,0.85,,Scoreboard is used in a school gym class
sneakers,sneakers,0.504,,,gym_class_things,found_in,approved,unreviewed,0.226,0.97,0.85,,Sneakers is used in a school gym class
stopwatch,stopwatch,0.37,,,gym_class_things,found_in,approved,unreviewed,0.264,0.97,0.85,,Stopwatch is used in a school gym class
uniform,uniform,0.619,,,gym_class_things,found_in,approved,unreviewed,0.193,0.97,0.85,,Uniform is used in a school gym class
whistle,whistle,0.554,,,gym_class_things,found_in,approved,unreviewed,0.212,0.97,0.85,,Whistle is used in a school gym class
blackboard,blackboard,0.431,,,in_the_classroom,found_in,approved,unreviewed,0.3,0.95,0.7,,blackboard is found in a classroom
exam,exam,0.609,,,in_the_classroom,found_in,approved,unreviewed,0.3,0.95,0.7,,exam is found in a classroom
homework,homework,0.59,,,in_the_classroom,found_in,approved,unreviewed,0.3,0.95,0.7,,homework is found in a classroom
lesson,lesson,0.639,,,in_the_classroom,found_in,approved,unreviewed,0.3,0.95,0.7,,lesson is found in a classroom
quiz,quiz,0.546,,,in_the_classroom,found_in,approved,unreviewed,0.3,0.95,0.7,,quiz is found in a classroom
student,student,0.717,,,in_the_classroom,found_in,approved,unreviewed,0.275,0.95,0.75,,student is found in a classroom
discuss,discuss,0.666,,,learning_actions,does_action,approved,unreviewed,0.22,0.97,0.8,,Discuss is something students do while learning
drill,drill,0.584,drill_practice,A repeated exercise done for practice,learning_actions,does_action,approved,unreviewed,0.243,0.97,0.8,,Drill is something students do while learning
listen,listen,0.723,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Listen is something students do while learning
memorize,memorize,0.46,,,learning_actions,does_action,approved,unreviewed,0.279,0.97,0.8,,Memorize is something students do while learning
note,note,0.72,note_written,A short written record or message,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Note is something students do while learning
outline,outline,0.56,,,learning_actions,does_action,approved,unreviewed,0.25,0.97,0.8,,Outline is something students do while learning
practice,practice,0.723,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Practice is something students do while learning
question,question,0.764,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Question is something students do while learning
quiz,quiz,0.546,,,learning_actions,does_action,approved,unreviewed,0.254,0.97,0.8,,Quiz is something students do while learning
read,read,0.791,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Read is something students do while learning
rehearse,rehearse,0.42,,,learning_actions,does_action,approved,unreviewed,0.29,0.97,0.8,,Rehearse is something students do while learning
research,research,0.77,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Research is something students do while learning
review,review,0.731,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Review is something students do while learning
solve,solve,0.631,,,learning_actions,does_action,approved,unreviewed,0.23,0.97,0.8,,Solve is something students do while learning
summarize,summarize,0.461,,,learning_actions,does_action,approved,unreviewed,0.278,0.97,0.8,,Summarize is something students do while learning
write,write,0.719,,,learning_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Write is something students do while learning
atlas,atlas,0.543,atlas_book,A book of maps,library_words,found_in,alternative,unreviewed,0.255,0.97,0.8,,Atlas is found in a library
aisle,aisle,0.531,,,library_words,found_in,approved,unreviewed,0.258,0.97,0.8,,Aisle is found in a library
archive,archive,0.569,,,library_words,found_in,approved,unreviewed,0.247,0.97,0.8,,Archive is found in a library
book,book,0.776,,,library_words,found_in,approved,unreviewed,0.21,0.97,0.8,,Book is found in a library
catalog,catalog,0.559,,,library_words,found_in,approved,unreviewed,0.25,0.97,0.8,,Catalog is found in a library
checkout,checkout,0.52,,,library_words,found_in,approved,unreviewed,0.261,0.97,0.8,,Checkout is found in a library
due date,due date,0.711,,,library_words,found_in,approved,unreviewed,0.21,0.97,0.8,"[""multiword""]",Due date is found in a library
encyclopedia,encyclopedia,0.503,,,library_words,found_in,approved,unreviewed,0.266,0.97,0.8,,Encyclopedia is found in a library
fine,fine,0.747,,,library_words,found_in,approved,unreviewed,0.21,0.97,0.8,,Fine is found in a library
librarian,librarian,0.513,,,library_words,found_in,approved,unreviewed,0.263,0.97,0.8,,Librarian is found in a library
magazine,magazine,0.677,,,library_words,found_in,approved,unreviewed,0.217,0.97,0.8,,Magazine is found in a library
periodical,periodical,0.449,,,library_words,found_in,approved,unreviewed,0.282,0.97,0.8,,Periodical is found in a library
reference,reference,0.677,,,library_words,found_in,approved,unreviewed,0.217,0.97,0.8,,Reference is found in a library
shelf,shelf,0.574,shelf_furniture,A flat board fixed to a wall for holding things,library_words,found_in,approved,unreviewed,0.246,0.97,0.8,,Shelf is found in a library
silence,silence,0.637,,,library_words,found_in,approved,unreviewed,0.228,0.97,0.8,,Silence is found in a library
stack,stack,0.579,stack_shelves,The rows of shelves holding a library collection,library_words,found_in,approved,unreviewed,0.245,0.97,0.8,,Stack is found in a library
study room,study room,0.717,,,library_words,found_in,approved,unreviewed,0.21,0.97,0.8,"[""multiword""]",Study room is found in a library
card,card,0.72,card_plastic,A plastic card that identifies or pays,library_words,found_in,hard_only,unreviewed,0.21,0.97,0.8,,Card is found in a library
maraca,maraca,0.236,,,music_class_things,found_in,alternative,unreviewed,0.343,0.97,0.8,"[""obscure""]",Maraca is used in a school music class
stand,stand,0.734,stand_holder,A frame that holds something upright,music_class_things,found_in,alternative,unreviewed,0.21,0.97,0.8,,Stand is used in a school music class
xylophone,xylophone,0.339,,,music_class_things,found_in,alternative,unreviewed,0.313,0.97,0.8,"[""obscure""]",Xylophone is used in a school music class
bell,bell,0.656,,,music_class_things,found_in,approved,unreviewed,0.223,0.97,0.8,,Bell is used in a school music class
choir,choir,0.554,,,music_class_things,found_in,approved,unreviewed,0.252,0.97,0.8,,Choir is used in a school music class
conductor,conductor,0.543,,,music_class_things,found_in,approved,unreviewed,0.255,0.97,0.8,,Conductor is used in a school music class
drum,drum,0.587,,,music_class_things,found_in,approved,unreviewed,0.242,0.97,0.8,,Drum is used in a school music class
metronome,metronome,0.374,,,music_class_things,found_in,approved,unreviewed,0.303,0.97,0.8,,Metronome is used in a school music class
piano,piano,0.616,,,music_class_things,found_in,approved,unreviewed,0.234,0.97,0.8,,Piano is used in a school music class
recorder,recorder,0.53,,,music_class_things,found_in,approved,unreviewed,0.259,0.97,0.8,,Recorder is used in a school music class
riser,riser,0.411,,,music_class_things,found_in,approved,unreviewed,0.293,0.97,0.8,,Riser is used in a school music class
sheet music,sheet music,0.624,,,music_class_things,found_in,approved,unreviewed,0.232,0.97,0.8,"[""multiword""]",Sheet music is used in a school music class
tambourine,tambourine,0.377,,,music_class_things,found_in,approved,unreviewed,0.302,0.97,0.8,,Tambourine is used in a school music class
triangle,triangle,0.561,,,music_class_things,found_in,approved,unreviewed,0.25,0.97,0.8,,Triangle is used in a school music class
carbon,carbon,0.65,carbon_paper,The coated paper that makes a copy,paper_types,is_a,alternative,unreviewed,0.23,0.97,0.78,,Carbon is a kind of paper
cardstock,cardstock,0.283,,,paper_types,is_a,alternative,unreviewed,0.335,0.97,0.78,"[""obscure""]",Cardstock is a kind of paper
construction,construction,0.71,,,paper_types,is_a,approved,unreviewed,0.216,0.97,0.78,,Construction is a kind of paper
graph,graph,0.579,,,paper_types,is_a,approved,unreviewed,0.251,0.97,0.78,,Graph is a kind of paper
index card,index card,0.634,,,paper_types,is_a,approved,unreviewed,0.235,0.97,0.78,"[""multiword""]",Index card is a kind of paper
loose leaf,loose leaf,0.574,,,paper_types,is_a,approved,unreviewed,0.252,0.97,0.78,"[""multiword""]",Loose leaf is a kind of paper
newsprint,newsprint,0.36,,,paper_types,is_a,approved,unreviewed,0.313,0.97,0.78,,Newsprint is a kind of paper
notebook,notebook,0.534,,,paper_types,is_a,approved,unreviewed,0.263,0.97,0.78,,Notebook is a kind of paper
parchment,parchment,0.461,,,paper_types,is_a,approved,unreviewed,0.284,0.97,0.78,,Parchment is a kind of paper
printer,printer,0.561,,,paper_types,is_a,approved,unreviewed,0.256,0.97,0.78,,Printer is a kind of paper
sticky note,sticky note,0.54,,,paper_types,is_a,approved,unreviewed,0.262,0.97,0.78,"[""multiword""]",Sticky note is a kind of paper
tissue,tissue,0.617,tissue_paper,A soft paper used for wiping the nose or hands,paper_types,is_a,approved,unreviewed,0.24,0.97,0.78,,Tissue is a kind of paper
tracing,tracing,0.509,,,paper_types,is_a,approved,unreviewed,0.271,0.97,0.78,,Tracing is a kind of paper
wax,wax,0.56,wax_substance,"A soft solid that melts easily, used to make candles",paper_types,is_a,approved,unreviewed,0.256,0.97,0.78,,Wax is a kind of paper
appendix,appendix,0.501,,,reading_words,found_in,approved,unreviewed,0.307,0.97,0.75,,Appendix is used when reading text
bibliography,bibliography,0.546,,,reading_words,found_in,approved,unreviewed,0.294,0.97,0.75,,Bibliography is used when reading text
chapter,chapter,0.664,,,reading_words,found_in,approved,unreviewed,0.26,0.97,0.75,,Chapter is used when reading text
excerpt,excerpt,0.501,,,reading_words,found_in,approved,unreviewed,0.307,0.97,0.75,,Excerpt is used when reading text
footnote,footnote,0.453,,,reading_words,found_in,approved,unreviewed,0.321,0.97,0.75,,Footnote is used when reading text
glossary,glossary,0.456,,,reading_words,found_in,approved,unreviewed,0.32,0.97,0.75,,Glossary is used when reading text
index,index,0.653,,,reading_words,found_in,approved,unreviewed,0.263,0.97,0.75,,Index is used when reading text
page,page,0.731,,,reading_words,found_in,approved,unreviewed,0.25,0.97,0.75,,Page is used when reading text
paragraph,paragraph,0.576,,,reading_words,found_in,approved,unreviewed,0.285,0.97,0.75,,Paragraph is used when reading text
passage,passage,0.61,,,reading_words,found_in,approved,unreviewed,0.276,0.97,0.75,,Passage is used when reading text
preface,preface,0.484,,,reading_words,found_in,approved,unreviewed,0.312,0.97,0.75,,Preface is used when reading text
quote,quote,0.644,,,reading_words,found_in,approved,unreviewed,0.266,0.97,0.75,,Quote is used when reading text
summary,summary,0.624,,,reading_words,found_in,approved,unreviewed,0.272,0.97,0.75,,Summary is used when reading text
table of contents,table of contents,0.589,,,reading_words,found_in,approved,unreviewed,0.282,0.97,0.75,"[""multiword""]",Table of contents is used when reading text
title,title,0.729,,,reading_words,found_in,approved,unreviewed,0.25,0.97,0.75,,Title is used when reading text
assembly,assembly,0.659,,,school_events,is_a,approved,unreviewed,0.222,0.97,0.8,,Assembly is an event in the school year
book fair,book fair,0.694,,,school_events,is_a,approved,unreviewed,0.212,0.97,0.8,"[""multiword""]",Book fair is an event in the school year
detention,detention,0.566,,,school_events,is_a,approved,unreviewed,0.248,0.97,0.8,,Detention is an event in the school year
exam,exam,0.609,,,school_events,is_a,approved,unreviewed,0.236,0.97,0.8,,Exam is an event in the school year
